id,name,address,city,post_code,gmina,powiat,wojewodztwo
2072,Dom Ludowy w Piganach, Pigany 70,Sieniawa,37-530,gm. Sieniawa,przeworski,podkarpackie
2073,Dom Ludowy w Piątkowcu, Piątkowiec 50A,Wadowice Górne,39-308,gm. Wadowice Górne,mielecki,podkarpackie
2074,Dom Ludowy w Pniowie, Pniów 37,Radomyśl nad Sanem,37-455,gm. Radomyśl nad Sanem,stalowowolski,podkarpackie
2075,Dom Ludowy w Pniówku, Pniówek ul. Kanarkowa 2,Pawłowice,43-251,gm. Pawłowice,pszczyński,śląskie
2076,Dom Ludowy w Podniebylu, Podniebyle 32,Kopytowa,38-459,gm. Jedlicze,krośnieński,podkarpackie
2077,Dom Ludowy w Podolu, Podole 147,Przecław,39-320,gm. Przecław,mielecki,podkarpackie
2078,Dom Ludowy w Podłężu, Podłęże ul. Radosna 2,Alwernia,32-566,gm. Alwernia,chrzanowski,małopolskie
2079,Dom Ludowy w Pogwizdowie Starym, Pogwizdów Stary 56,Raniżów,36-130,gm. Głogów Małopolski,rzeszowski,podkarpackie
2080,Dom Ludowy w Porębach, Poręby 92,Jedlicze,38-460,gm. Jedlicze,krośnieński,podkarpackie
2081,Dom Ludowy w Posadzie Jaśliskiej, Posada Jaśliska 90,Jaśliska,38-485,gm. Jaśliska,krośnieński,podkarpackie
2082,Dom Ludowy w Pozowicach, Pozowice 170,Wielkie Drogi,32-051,gm. Skawina,krakowski,małopolskie
2083,Dom Ludowy w Przegini, Przeginia 116a,Przeginia,32-049,gm. Jerzmanowice-Przeginia,krakowski,małopolskie
2084,Dom Ludowy w Przewrotnem, Przewrotne 607,Przewrotne,36-003,gm. Głogów Małopolski,rzeszowski,podkarpackie
2085,Dom Ludowy w Przybędzy, Przybędza ul. 3 Maja 75,Radziechowy,34-381,gm. Radziechowy-Wieprz,żywiecki,śląskie
2086,Dom Ludowy w Przysiekach, Przysieki 429,Przysieki,38-207,gm. Skołyszyn,jasielski,podkarpackie
2087,Dom Ludowy w Pustej Woli, Pusta Wola 77,Harklowa,38-243,gm. Skołyszyn,jasielski,podkarpackie
2088,Dom Ludowy w Pustynach, Pustyny ul. Centralna 13,Krościenko Wyżne,38-422,gm. Krościenko Wyżne,krośnieński,podkarpackie
2089,Dom Ludowy w Pławach, Pławy ul. Pławianka 3,Oświęcim,32-600,gm. Oświęcim,oświęcimski,małopolskie
2090,Dom Ludowy w Pławowicach, Pławowice 71,Nowe Brzesko,32-120,gm. Nowe Brzesko,proszowicki,małopolskie
2091,Dom Ludowy w Radości, Radość 61,Dębowiec,38-222,gm. Dębowiec,jasielski,podkarpackie
2092,Dom Ludowy w Rogach, Rogi ul. Ks. Henryka Domino 54,Miejsce Piastowe,38-430,gm. Miejsce Piastowe,krośnieński,podkarpackie
2093,Dom Ludowy w Rokszycach, Rokszyce 39,Wola Krzysztoporska,97-371,gm. Wola Krzysztoporska,piotrkowski,łódzkie
2094,Dom Ludowy w Rozalinie, Rozalin 185,Nowa Dęba,39-460,gm. Nowa Dęba,tarnobrzeski,podkarpackie
2095,Dom Ludowy w Rozterku, Rozterk 32,Praszka,46-320,gm. Praszka,oleski,opolskie
2096,Dom Ludowy w Rudnej Małej, Rudna Mała 415A,Mrowla,36-054,gm. Głogów Małopolski,rzeszowski,podkarpackie
2097,Dom Ludowy w Rudzach, ul. Dworska 10,Rudze,32-640,gm. Zator,oświęcimski,małopolskie
2098,Dom Ludowy w Rudzie, Ruda 65,Kamionka,39-122,gm. Sędziszów Małopolski,ropczycko-sędziszowski,podkarpackie
2099,Dom Ludowy w Rybinie, Rybina 63,Stegna,82-103,gm. Stegna,nowodworski,pomorskie
2100,Dom Ludowy w Rybnej, Rybna ul. Odrzańska 15,Popielów,46-090,gm. Popielów,opolski,opolskie
2101,Dom Ludowy w Rychwałdzie, Rychwałd ul. Beskidzka 41,Gilowice,34-322,gm. Gilowice,żywiecki,śląskie
2102,Dom Ludowy w Rymanowie, ul. Mickiewicza 46,Rymanów,38-480,gm. Rymanów,krośnieński,podkarpackie
2103,Dom Ludowy w Rzeczycy Okrągłej, Rzeczyca Okrągła 44,Radomyśl nad Sanem,37-455,gm. Radomyśl nad Sanem,stalowowolski,podkarpackie
2104,Dom Ludowy w Samocicach, Samocice 70,Bolesław,33-220,gm. Bolesław,dąbrowski,małopolskie
2105,Dom Ludowy w Samoklęskach, Samoklęski 307,Osiek Jasielski,38-223,gm. Osiek Jasielski,jasielski,podkarpackie
2106,Dom Ludowy w Sanoce, Sanoka 72,Radłów,33-130,gm. Radłów,tarnowski,małopolskie
2107,Dom Ludowy w Siedlanowie, Siedlanów 51A,Radzyń Podlaski,21-300,gm. Radzyń Podlaski,radzyński,lubelskie
2108,Dom Ludowy w Siedliskach Sławęcińskich, Siedliska Sławęcińskie 103,Skołyszyn,38-242,gm. Skołyszyn,jasielski,podkarpackie
2109,Dom Ludowy w Siepietnicy, Siepietnica 84,Biecz,38-340,gm. Skołyszyn,jasielski,podkarpackie
2110,Dom Ludowy w Siomkach, Siomki ul. Wesoła 23,Wola Krzysztoporska,97-371,gm. Wola Krzysztoporska,piotrkowski,łódzkie
2111,Dom Ludowy w Sięganowie, Sięganów 10b,Łask,98-100,gm. Łask,łaski,łódzkie
2112,Dom Ludowy w Skalniku, Skalnik 65,Nowy Żmigród,38-230,gm. Nowy Żmigród,jasielski,podkarpackie
2113,Dom Ludowy w Skopaniu, ul. św. Floriana 1,Skopanie,39-451,gm. Baranów Sandomierski,tarnobrzeski,podkarpackie
2114,Dom Ludowy w Skowierzynie, Skowierzyn 127,Zaleszany,37-415,gm. Zaleszany,stalowowolski,podkarpackie
2115,Dom Ludowy w Skrajnicy, Skrajnica ul. Szczytowa 43,Olsztyn,42-256,gm. Olsztyn,częstochowski,śląskie
2116,Dom Ludowy w Skurowej, Skurowa 73A,Brzostek,39-230,gm. Brzostek,dębicki,podkarpackie
2117,Dom Ludowy w Smardzewicach, ul. Główna 16/18,Smardzewice,97-213,gm. Tomaszów Mazowiecki,tomaszowski,łódzkie
2118,Dom Ludowy w Smykowie, Smyków ul. Jeziorańska 1,Luszowice,33-206,gm. Radgoszcz,dąbrowski,małopolskie
2119,Dom Ludowy w Soczówkach, Soczówki 71A,Żarnów,26-330,gm. Żarnów,opoczyński,łódzkie
2120,Dom Ludowy w Sokolu, Sokole 59,Michałowo,16-050,gm. Michałowo,białostocki,podlaskie
2121,Dom Ludowy w Staniszewskiem, Staniszewskie 153,Raniżów,36-130,gm. Raniżów,kolbuszowski,podkarpackie
2122,Dom Ludowy w Starym Żmigrodzie, Stary Żmigród 151,Nowy Żmigród,38-230,gm. Nowy Żmigród,jasielski,podkarpackie
2123,Dom Ludowy w Strzelcach Małych, Strzelce Małe 21,Strzelce Wielkie,32-822,gm. Szczurowa,brzeski,małopolskie
2124,Dom Ludowy w Stójce, Stójka 21,Czemierniki,21-306,gm. Czemierniki,radzyński,lubelskie
2125,Dom Ludowy w Sufczycach, Sufczyce 42,Oleśnica,28-220,gm. Oleśnica,staszowski,świętokrzyskie
2126,Dom Ludowy w Swolszewicach Małych, Swolszewice Małe ul. Trzciniec 44,Tomaszów Mazowiecki,97-200,gm. Tomaszów Mazowiecki,tomaszowski,łódzkie
2127,Dom Ludowy w Szalejowie Dolnym, Szalejów Dolny 1,Szalejów Dolny,57-314,gm. Kłodzko,kłodzki,dolnośląskie
2128,Dom Ludowy w Szalejowie Górnym, Szalejów Górny 1,Szalejów Górny,57-314,gm. Kłodzko,kłodzki,dolnośląskie
2129,Dom Ludowy w Szebniach, Szebnie 46,Szebnie,38-203,gm. Jasło,jasielski,podkarpackie
2130,Dom Ludowy w Szyszkowie, Szyszków 88,Gorzów Śląski,46-310,gm. Praszka,oleski,opolskie
2131,Dom Ludowy w Szóstce, Szóstka 58a,Drelów,21-570,gm. Drelów,bialski,lubelskie
2132,Dom Ludowy w Sądkowej, Sądkowa 132,Tarnowiec,38-204,gm. Tarnowiec,jasielski,podkarpackie
2133,Dom Ludowy w Słomianej, ul. Wolności 60,Słomiana,37-403,gm. Pysznica,stalowowolski,podkarpackie
2134,Dom Ludowy w Słotowej, Słotowa 182 B,Strzegocice,39-223,gm. Pilzno,dębicki,podkarpackie
2135,Dom Ludowy w Sługocicach, Sługocice 146,Tomaszów Mazowiecki,97-200,gm. Tomaszów Mazowiecki,tomaszowski,łódzkie
2136,Dom Ludowy w Tajęcinie, Tajęcina 39,Jasionka,36-002,gm. Trzebownisko,rzeszowski,podkarpackie
2137,Dom Ludowy w Tarnowcu, Tarnowiec 30,Tarnowiec,38-204,gm. Tarnowiec,jasielski,podkarpackie
2138,Dom Ludowy w Tarnowskiej Woli, Tarnowska Wola 240,Nowa Dęba,39-460,gm. Nowa Dęba,tarnobrzeski,podkarpackie
2139,Dom Ludowy w Teodorówce, Teodorówka 69a,Dukla,38-450,gm. Dukla,krośnieński,podkarpackie
2140,Dom Ludowy w Terliczce, Terliczka 212,Trzebownisko,36-001,gm. Trzebownisko,rzeszowski,podkarpackie
2141,Dom Ludowy w Tokach, Toki 137,Nowy Żmigród,38-230,gm. Nowy Żmigród,jasielski,podkarpackie
2142,Dom Ludowy w Topólnie, Topólno 49,Gąbin,09-530,gm. Gąbin,płocki,mazowieckie
2143,Dom Ludowy w Trzcianie, Trzciana 24a,Dukla,38-450,gm. Dukla,krośnieński,podkarpackie
2144,Dom Ludowy w Trzcinicy, Trzcinica 141,Przysieki,38-207,gm. Jasło,jasielski,podkarpackie
2145,Dom Ludowy w Trzcinicy, ul. Jana Pawła II 49,Trzcinica,63-620,gm. Trzcinica,kępiński,wielkopolskie
2146,Dom Ludowy w Trójczycach, Trójczyce 189,Kaszyce,37-717,gm. Orły,przemyski,podkarpackie
2147,Dom Ludowy w Turzy, Turza 1,Turza,33-167,gm. Rzepiennik Strzyżewski,tarnowski,małopolskie
2148,Dom Ludowy w Tymieniu, Tymień 45A,Tymień,76-035,gm. Będzino,koszaliński,zachodniopomorskie
2149,Dom Ludowy w Ujeździe, Ujazd 26,Brzyska,38-212,gm. Brzyska,jasielski,podkarpackie
2150,Dom Ludowy w Ustrzeszy, Ustrzesz 34A,Radzyń Podlaski,21-300,gm. Radzyń Podlaski,radzyński,lubelskie
2151,Dom Ludowy w Wacławicach, Wacławice 55,Kaszyce,37-717,gm. Orły,przemyski,podkarpackie
2152,Dom Ludowy w Walawie, Walawa 83,Orły,37-716,gm. Orły,przemyski,podkarpackie
2153,Dom Ludowy w Weryni, Werynia 105,Kolbuszowa,36-100,gm. Kolbuszowa,kolbuszowski,podkarpackie
2154,Dom Ludowy w Widaczu, Widacz 34,Miejsce Piastowe,38-423,gm. Miejsce Piastowe,krośnieński,podkarpackie
2155,Dom Ludowy w Wielgiem, Wielgie 213,Ciepielów,27-310,gm. Ciepielów,lipski,mazowieckie
2156,Dom Ludowy w Wierzchowinach, Wierzchowiny 21B,Wadowice Górne,39-308,gm. Wadowice Górne,mielecki,podkarpackie
2157,Dom Ludowy w Wietrzychowicach, Wietrzychowice 19,Wietrzychowice,33-270,gm. Wietrzychowice,tarnowski,małopolskie
2158,Dom Ludowy w Wilczkowicach, ul. Starowiejska 19,Wilczkowice,32-625,gm. Brzeszcze,oświęcimski,małopolskie
2159,Dom Ludowy w Witkowicach, Witkowice 107,Radomyśl nad Sanem,37-455,gm. Radomyśl nad Sanem,stalowowolski,podkarpackie
2160,Dom Ludowy w Witorożu, Witoroż 2a,Drelów,21-570,gm. Drelów,bialski,lubelskie
2161,Dom Ludowy w Witryłowie, Witryłów 21,Dydnia,36-204,gm. Dydnia,brzozowski,podkarpackie
2162,Dom Ludowy w Wodzicznie, Wodziczna 87,Trzcinica,63-620,gm. Trzcinica,kępiński,wielkopolskie
2163,Dom Ludowy w Wojaszówce, Wojaszówka 115,Wojaszówka,38-471,gm. Wojaszówka,krośnieński,podkarpackie
2164,Dom Ludowy w Wojkówce, Wojkówka 33,Wojaszówka,38-471,gm. Wojaszówka,krośnieński,podkarpackie
2165,Dom Ludowy w Woli Baranowskiej, Wola Baranowska ul. Zachodnia 2,Skopanie,39-451,gm. Baranów Sandomierski,tarnobrzeski,podkarpackie
2166,Dom Ludowy w Woli Brzosteckiej, Wola Brzostecka 115,Brzostek,39-230,gm. Brzostek,dębicki,podkarpackie
2167,Dom Ludowy w Woli Mędrzechowskiej, Wola Mędrzechowska 176,Mędrzechów,33-221,gm. Mędrzechów,dąbrowski,małopolskie
2168,Dom Ludowy w Woli Niżnej, Wola Niżna 8,Jaśliska,38-485,gm. Jaśliska,krośnieński,podkarpackie
2169,Dom Ludowy w Woli Radziszowskiej, ul. św. Jana Pawła II 12,Wola Radziszowska,32-053,gm. Skawina,krakowski,małopolskie
2170,Dom Ludowy w Woli Rafałowskiej, Wola Rafałowska 137,Błędowa Tyczyńska,36-017,gm. Chmielnik,rzeszowski,podkarpackie
2171,Dom Ludowy w Woli Rogowskiej, Wola Rogowska 160,Wietrzychowice,33-270,gm. Wietrzychowice,tarnowski,małopolskie
2172,Dom Ludowy w Wolicy, Wolica 97,Jasło,38-200,gm. Jasło,jasielski,podkarpackie
2173,Dom Ludowy w Wygiełzowie, Wygiełzów ul. Lipowiecka 3,Babice,32-551,gm. Babice,chrzanowski,małopolskie
2174,Dom Ludowy w Wysokiej Głogowskiej, Wysoka Głogowska 302,Wysoka Głogowska,36-061,gm. Głogów Małopolski,rzeszowski,podkarpackie
2175,Dom Ludowy w Wyszatycach, Wyszatyce 160,Wyszatyce,37-722,gm. Żurawica,przemyski,podkarpackie
2176,Dom Ludowy w Wójcinie, Wójcina 31,Mędrzechów,33-221,gm. Mędrzechów,dąbrowski,małopolskie
2177,Dom Ludowy w Wólce Turebskiej, Wólka Turebska 136,Zaleszany,37-415,gm. Zaleszany,stalowowolski,podkarpackie
2178,Dom Ludowy w Węgleszynie-Dębinie, Węgleszyn-Dębina 41A,Oksa,28-363,gm. Oksa,jędrzejowski,świętokrzyskie
2179,Dom Ludowy w Zabratówce, Zabratówka 42,Błędowa Tyczyńska,36-017,gm. Chmielnik,rzeszowski,podkarpackie
2180,Dom Ludowy w Zadąbrowiu, Zadąbrowie 80B,Orły,37-716,gm. Orły,przemyski,podkarpackie
2181,Dom Ludowy w Zasolu Bielańskim, Zasole Bielańskie ul. Piękna 64,Wilamowice,43-330,gm. Wilamowice,bielski,śląskie
2182,Dom Ludowy w Zawadce Brzosteckiej, Zawadka Brzostecka 67,Brzostek,39-230,gm. Brzostek,dębicki,podkarpackie
2183,Dom Ludowy w Zawadce Osieckiej, Zawadka Osiecka 61,Osiek Jasielski,38-223,gm. Osiek Jasielski,jasielski,podkarpackie
2184,Dom Ludowy w Zawadzie Uszewskiej, Zawada Uszewska 126,Uszew,32-864,gm. Gnojnik,brzeski,małopolskie
2185,Dom Ludowy w Załężu, Załęże 191,Osiek Jasielski,38-223,gm. Osiek Jasielski,jasielski,podkarpackie
2186,Dom Ludowy w Zbulitowie Dużym, Zbulitów Duży 54,Radzyń Podlaski,21-300,gm. Radzyń Podlaski,radzyński,lubelskie
2187,Dom Ludowy w Zielonce, Zielonka 93,Raniżów,36-130,gm. Raniżów,kolbuszowski,podkarpackie
2188,Dom Ludowy w Zimnej Wodzie, Zimna Woda 13,Szebnie,38-203,gm. Jasło,jasielski,podkarpackie
2189,Dom Ludowy w Złojcu, Złojec 138,Nielisz,22-413,gm. Nielisz,zamojski,lubelskie
2190,Dom Ludowy w Łajscach, Łajsce 92,Tarnowiec,38-204,gm. Tarnowiec,jasielski,podkarpackie
2191,Dom Ludowy w Łanach, Łany 4,Krasnystaw,22-300,gm. Krasnystaw,krasnostawski,lubelskie
2192,Dom Ludowy w Łazisku, Łazisko 158,Tomaszów Mazowiecki,97-200,gm. Tomaszów Mazowiecki,tomaszowski,łódzkie
2193,Dom Ludowy w Łopatkach, Łopatki 22a,Łask,98-100,gm. Łask,łaski,łódzkie
2194,Dom Ludowy w Łopuszce Małej, Łopuszka Mała 60,Łopuszka Mała,37-220,gm. Kańczuga,przeworski,podkarpackie
2195,Dom Ludowy w Łysakówku, Łysakówek 62,Górki,39-306,gm. Borowa,mielecki,podkarpackie
2196,Dom Ludowy w Łysej Górze, Łysa Góra 222,Nowy Żmigród,38-230,gm. Nowy Żmigród,jasielski,podkarpackie
2197,Dom Ludowy w Łękach Górnych, Łęki Górne 205 A,Łęki Górne,39-221,gm. Pilzno,dębicki,podkarpackie
2198,Dom Ludowy w Śledziejowicach, Śledziejowice 4,Wieliczka,32-020,gm. Wieliczka,wielicki,małopolskie
2199,Dom Ludowy w Świebodzinie, Świebodzin 48,Bolesław,33-220,gm. Bolesław,dąbrowski,małopolskie
2200,Dom Ludowy w Świerchowej, Świerchowa 224,Osiek Jasielski,38-223,gm. Osiek Jasielski,jasielski,podkarpackie
2201,Dom Ludowy w Świerżach, Świerże 22A,Wohyń,21-310,gm. Wohyń,radzyński,lubelskie
2202,Dom Ludowy w Świątkowej Wielkiej, Świątkowa Wielka 49,Krempna,38-232,gm. Krempna,jasielski,podkarpackie
2203,Dom Ludowy w Święcanach, Święcany 1,Skołyszyn,38-242,gm. Skołyszyn,jasielski,podkarpackie
2204,Dom Ludowy w Żabnie, Żabno 199,Radomyśl nad Sanem,37-455,gm. Radomyśl nad Sanem,stalowowolski,podkarpackie
2205,Dom Ludowy w Żarnowcu, Żarnowiec 281,Jedlicze,38-460,gm. Jedlicze,krośnieński,podkarpackie
2206,Dom Ludowy we Wrocance, Wrocanka 35,Tarnowiec,38-204,gm. Tarnowiec,jasielski,podkarpackie
2207,Dom Ludowy we Wrotnowie, Wrotnów 71A,Miedzna,07-106,gm. Miedzna,węgrowski,mazowieckie
2208,Dom Ludowy we Wróbliku Królewskim, Wróblik Królewski ul. Jana Pawła II 15,Wróblik Szlachecki,38-483,gm. Rymanów,krośnieński,podkarpackie
2209,Dom Ludowy we Wróblowej, Wróblowa 129,Brzyska,38-212,gm. Brzyska,jasielski,podkarpackie
2210,Dom Ludowy, Berest 23,Krynica-Zdrój,33-380,gm. Krynica-Zdrój,nowosądecki,małopolskie
2211,Dom Ludowy, Białogóra ul. Morska 12,Wierzchucino,84-113,gm. Krokowa,pucki,pomorskie
2212,Dom Ludowy, Bobowiska 35a,Markuszów,24-173,gm. Markuszów,puławski,lubelskie
2213,Dom Ludowy, Bobrowniki Małe 223,Wierzchosławice,33-122,gm. Wierzchosławice,tarnowski,małopolskie
2214,Dom Ludowy, Bolesławice 258E,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2215,Dom Ludowy, Bożejowice 1A,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2216,Dom Ludowy, Brnik 36a,Dąbrowa Tarnowska,33-200,gm. Dąbrowa Tarnowska,dąbrowski,małopolskie
2217,Dom Ludowy, Brzeźnik 37,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2218,Dom Ludowy, Brzozowa 71,Brzozowa,33-182,gm. Gromnik,tarnowski,małopolskie
2219,Dom Ludowy, Chojęcin-Parcele ul. Bukowa 4,Bralin,63-640,gm. Bralin,kępiński,wielkopolskie
2220,Dom Ludowy, Chorążec 53,Żabno,33-240,gm. Żabno,tarnowski,małopolskie
2221,Dom Ludowy, Czyżów 28,Otfinów,33-250,gm. Żabno,tarnowski,małopolskie
2222,Dom Ludowy, Delastowice 116,Szczucin,33-230,gm. Szczucin,dąbrowski,małopolskie
2223,Dom Ludowy, Dobra 94,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2224,Dom Ludowy, Dąbrowa Bolesławiecka 7B,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2225,Dom Ludowy, Dębina Zakrzowska 113,Wojnicz,32-830,gm. Wojnicz,tarnowski,małopolskie
2226,Dom Ludowy, Gniazdów ul. Szkolna 5,Koziegłowy,42-350,gm. Koziegłowy,myszkowski,śląskie
2227,Dom Ludowy, Grudna Kępska 163,Biecz,38-340,gm. Biecz,gorlicki,małopolskie
2228,Dom Ludowy, Głęboka 136,Biecz,38-340,gm. Biecz,gorlicki,małopolskie
2229,Dom Ludowy, Janowo 100,Janowo,63-000,gm. Środa Wielkopolska,średzki,wielkopolskie
2230,Dom Ludowy, Komorów 146,Wierzchosławice,33-122,gm. Wierzchosławice,tarnowski,małopolskie
2231,Dom Ludowy, Kraszowice 23Z,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2232,Dom Ludowy, Kraśnik Dolny 24C,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2233,Dom Ludowy, Kraśnik Górny 22Z,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2234,Dom Ludowy, Kruszyna 84,Brzeg,49-300,gm. Skarbimierz,brzeski,opolskie
2235,Dom Ludowy, Krępnica 29A,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2236,Dom Ludowy, Krężnica Okrągła 57,Bełżyce,24-200,gm. Bełżyce,lubelski,lubelskie
2237,Dom Ludowy, Kuźnica Trzcińska 2,Trzcinica,63-620,gm. Trzcinica,kępiński,wielkopolskie
2238,Dom Ludowy, Kłyż 129,Otfinów,33-250,gm. Żabno,tarnowski,małopolskie
2239,Dom Ludowy, Lipiny 46A,Luszowice,33-206,gm. Dąbrowa Tarnowska,dąbrowski,małopolskie
2240,Dom Ludowy, Lipki 32,Brzeg,49-300,gm. Skarbimierz,brzeski,opolskie
2241,Dom Ludowy, Lipnica Wielka 521,Lipnica Wielka,34-483,gm. Lipnica Wielka,nowotarski,małopolskie
2242,Dom Ludowy, Lubstówek 55,Sompolno,62-610,gm. Sompolno,koniński,wielkopolskie
2243,Dom Ludowy, Małujowice 29,Skarbimierz,49-318,gm. Skarbimierz,brzeski,opolskie
2244,Dom Ludowy, Michałowice 1a,Pisarzowice,49-314,gm. Lubsza,brzeski,opolskie
2245,Dom Ludowy, Mierzwin 14B,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2246,Dom Ludowy, Milejowice ul. Pogodna 1A,Zakrzew,26-652,gm. Zakrzew,radomski,mazowieckie
2247,Dom Ludowy, Mnichowice 42,Bralin,63-640,gm. Bralin,kępiński,wielkopolskie
2248,Dom Ludowy, Mszanka 185,Łużna,38-322,gm. Łużna,gorlicki,małopolskie
2249,Dom Ludowy, Nieczajna Dolna 35b,Nieczajna Górna,33-205,gm. Dąbrowa Tarnowska,dąbrowski,małopolskie
2250,Dom Ludowy, Nowa Wieś 3A,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2251,Dom Ludowy, Nowe Jaroszowice 32A,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2252,Dom Ludowy, Nowodworze 70 A,Tarnowiec,33-112,gm. Tarnów,tarnowski,małopolskie
2253,Dom Ludowy, Ocice 54B,Nowogrodziec,59-730,gm. Bolesławiec,bolesławiecki,dolnośląskie
2254,Dom Ludowy, Okocim ul. Goetzów Okocimskich 83,Brzesko,32-800,gm. Brzesko,brzeski,małopolskie
2255,Dom Ludowy, Osiny 57,Kępno,63-600,gm. Kępno,kępiński,wielkopolskie
2256,Dom Ludowy, Otok 44C,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2257,Dom Ludowy, Pasieka Otfinowska 141,Wietrzychowice,33-270,gm. Żabno,tarnowski,małopolskie
2258,Dom Ludowy, Pawłów ul. Wesoła 11,Brzeg,49-300,gm. Skarbimierz,brzeski,opolskie
2259,Dom Ludowy, Pierszyce 36,Otfinów,33-250,gm. Żabno,tarnowski,małopolskie
2260,Dom Ludowy, Piotrówka 39b,Trzcinica,63-620,gm. Trzcinica,kępiński,wielkopolskie
2261,Dom Ludowy, Podlesie Dębowe 62,Żabno,33-240,gm. Żabno,tarnowski,małopolskie
2262,Dom Ludowy, Pojawie 87,Zaborów,32-821,gm. Szczurowa,brzeski,małopolskie
2263,Dom Ludowy, Polichty 62,Brzozowa,33-182,gm. Gromnik,tarnowski,małopolskie
2264,Dom Ludowy, Pępice 63,Skarbimierz,49-317,gm. Skarbimierz,brzeski,opolskie
2265,Dom Ludowy, Radlna 66,Tarnowiec,33-112,gm. Tarnów,tarnowski,małopolskie
2266,Dom Ludowy, Rzepiennik Marciszewski 144,Gromnik,33-180,gm. Gromnik,tarnowski,małopolskie
2267,Dom Ludowy, Siedliszowice 205,Otfinów,33-250,gm. Żabno,tarnowski,małopolskie
2268,Dom Ludowy, Siemiechów 282,Siemiechów,33-181,gm. Gromnik,tarnowski,małopolskie
2269,Dom Ludowy, Skarbimierz 25,Skarbimierz,49-318,gm. Skarbimierz,brzeski,opolskie
2270,Dom Ludowy, Smardze 33,Trzcinica,63-620,gm. Trzcinica,kępiński,wielkopolskie
2271,Dom Ludowy, Stare Jaroszowice 30A,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2272,Dom Ludowy, Sukmanie 125,Olszyny,32-831,gm. Wojnicz,tarnowski,małopolskie
2273,Dom Ludowy, Suszki 46A,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2274,Dom Ludowy, Szklarka Mielęcka 31,Kępno,63-600,gm. Kępno,kępiński,wielkopolskie
2275,Dom Ludowy, Sławoszyno ul. Floriana Ceynowy 17,Krokowa,84-110,gm. Krokowa,pucki,pomorskie
2276,Dom Ludowy, Tabor Wielki 4a,Bralin,63-640,gm. Bralin,kępiński,wielkopolskie
2277,Dom Ludowy, Topola-Osiedle ul. Dworcowa 34,Przygodzice,63-421,gm. Przygodzice,ostrowski,wielkopolskie
2278,Dom Ludowy, Trzebień ul. Lipowa 5,Bolesławiec,59-700,gm. Bolesławiec,bolesławiecki,dolnośląskie
2279,Dom Ludowy, Weronikopole 11a,Bralin,63-640,gm. Bralin,kępiński,wielkopolskie
2280,Dom Ludowy, Wojciechowice 106,Wojciechowice,57-300,gm. Kłodzko,kłodzki,dolnośląskie
2281,Dom Ludowy, Wola Łużańska 177,Łużna,38-322,gm. Łużna,gorlicki,małopolskie
2282,Dom Ludowy, Wolany 4/3,Kłodzko,57-300,gm. Szczytna,kłodzki,dolnośląskie
2283,Dom Ludowy, Wolica 36,Godziesze Małe,62-872,gm. Godziesze Wielkie,kaliski,wielkopolskie
2284,Dom Ludowy, Zagórzany 208,Zagórzany,38-333,gm. Gorlice,gorlicki,małopolskie
2285,Dom Ludowy, Zielęcice ul. Klonowa 7,Skarbimierz,49-318,gm. Skarbimierz,brzeski,opolskie
2286,Dom Ludowy, Zwanowice 44,Brzeg,49-300,gm. Skarbimierz,brzeski,opolskie
2287,Dom Ludowy, ul. Bartkówka 120,Dynów,36-065,m. Dynów,rzeszowski,podkarpackie
2288,Dom Ludowy, ul. Brzeska 21,Pisarzowice,49-314,gm. Lubsza,brzeski,opolskie
2289,Dom Ludowy, ul. Jana Pawła II 11,Gromnik,33-180,gm. Gromnik,tarnowski,małopolskie
2290,Dom Ludowy, ul. Jana Pawła II 57,Łapsze Niżne,34-442,gm. Łapsze Niżne,nowotarski,małopolskie
2291,Dom Ludowy, ul. Krakowska 98,Jadowniki,32-851,gm. Brzesko,brzeski,małopolskie
2292,Dom Ludowy, ul. Kukurydziana 1A,Lubsza,49-313,gm. Lubsza,brzeski,opolskie
2293,Dom Ludowy, ul. Myśliwska 26,Rzeszów,35-212,m. Rzeszów,Rzeszów,podkarpackie
2294,Dom Ludowy, ul. Osiedlowa 13,Goleszów,43-440,gm. Goleszów,cieszyński,śląskie
2295,Dom Ludowy, ul. Sielecka 29,Tarnobrzeg,39-400,m. Tarnobrzeg,Tarnobrzeg,podkarpackie
